time_of_day,lane_A_cars,lane_B_cars,lane_C_cars,lane_D_cars,signal_duration_A,signal_duration_B
morning,62,103,57,19,37,63
night,12,31,34,41,27,73
night,17,8,21,22,68,32
morning,49,113,55,74,30,70
evening,83,73,91,33,53,47
night,9,50,77,78,15,85
night,15,26,79,64,36,64
evening,113,152,42,90,42,58
morning,70,74,74,99,48,52
evening,149,79,97,35,65,35
morning,74,57,31,31,56,44
evening,198,143,18,79,58,42
morning,109,30,67,66,78,22
morning,120,85,21,64,58,42
evening,89,82,12,46,52,48
night,22,36,53,70,37,63
night,34,41,92,96,45,55
afternoon,131,106,21,50,55,45
night,1,29,70,37,3,97
morning,138,96,88,30,58,42
night,15,18,36,71,45,55
afternoon,71,53,44,89,57,43
afternoon,179,129,93,45,58,42
evening,194,78,92,35,71,29
evening,195,71,96,51,73,27
evening,123,140,98,90,46,54
evening,161,151,55,84,51,49
afternoon,69,99,35,16,41,59
morning,133,69,97,54,65,35
afternoon,66,76,62,61,46,54
afternoon,157,73,87,85,68,32
afternoon,129,82,68,10,61,39
evening,116,112,53,56,50,50
afternoon,107,122,57,40,46,54
evening,172,65,66,74,72,28
evening,124,63,88,33,66,34
afternoon,77,143,59,88,35,65
evening,78,88,77,89,46,54
evening,106,150,37,93,41,59
afternoon,86,55,60,54,60,40
evening,144,118,22,95,54,46
morning,73,45,100,41,61,39
afternoon,79,77,98,76,50,50
night,34,33,40,17,50,50
afternoon,58,132,10,85,30,70
morning,100,33,88,56,75,25
night,37,50,54,30,42,58
evening,105,152,93,76,40,60
afternoon,82,120,52,31,40,60
evening,144,144,38,33,50,50
evening,186,155,81,86,54,46
night,47,33,30,70,58,42
night,6,10,72,49,37,63
afternoon,117,127,12,19,47,53
morning,31,35,58,85,46,54
morning,81,22,84,56,78,22
morning,93,66,27,84,58,42
afternoon,50,74,20,10,40,60
evening,172,165,35,75,51,49
afternoon,148,150,69,96,49,51
afternoon,98,67,28,81,59,41
morning,148,23,67,57,86,14
evening,80,147,34,24,35,65
night,15,45,56,98,25,75
afternoon,105,68,15,98,60,40
night,39,30,95,80,56,44
night,43,23,95,39,65,35
morning,37,73,40,18,33,67
evening,155,79,45,12,66,34
night,1,3,38,73,25,75
night,9,9,50,93,50,50
morning,99,27,50,89,78,22
afternoon,175,41,70,12,81,19
night,29,45,36,65,39,61
afternoon,97,45,99,94,68,32
night,25,46,94,33,35,65
morning,58,83,65,85,41,59
night,9,46,26,86,16,84
evening,119,107,74,58,52,48
morning,68,41,23,90,62,38
morning,68,46,35,83,59,41
night,14,15,88,54,48,52
evening,71,72,48,10,49,51
evening,128,111,57,17,53,47
afternoon,81,45,39,19,64,36
morning,80,64,99,39,55,45
night,23,0,17,41,100,0
evening,86,78,55,90,52,48
evening,162,128,25,100,55,45
morning,106,37,42,77,74,26
morning,116,107,77,79,52,48
night,47,37,31,39,55,45
evening,163,152,38,90,51,49
night,27,15,36,69,64,36
evening,172,163,26,88,51,49
morning,89,91,64,79,49,51
night,15,18,54,35,45,55
night,43,24,48,89,64,36
afternoon,143,143,88,17,50,50
evening,191,87,12,63,68,32
evening,132,117,83,95,53,47
night,47,27,27,38,63,37
afternoon,81,137,29,48,37,63
morning,92,69,67,38,57,43
evening,88,171,77,99,33,67
evening,151,176,41,45,46,54
afternoon,149,142,72,46,51,49
night,12,22,90,85,35,65
night,41,13,43,72,75,25
evening,153,150,48,30,50,50
morning,128,110,66,21,53,47
night,45,9,29,97,83,17
night,12,34,12,89,26,74
night,0,36,41,88,0,100
evening,171,170,77,65,50,50
evening,157,115,47,29,57,43
morning,82,112,100,60,42,58
morning,45,66,77,32,40,60
morning,122,98,93,76,55,45
morning,65,109,72,91,37,63
afternoon,92,145,71,81,38,62
afternoon,111,78,67,31,58,42
night,19,46,13,56,29,71
night,24,39,78,66,38,62
night,32,11,26,28,74,26
night,25,32,78,24,43,57
afternoon,116,138,53,32,45,55
evening,114,69,80,62,62,38
night,39,50,27,89,43,57
morning,34,99,32,55,25,75
night,0,9,90,17,0,100
evening,105,76,53,50,58,42
morning,110,85,27,55,56,44
morning,129,48,73,49,72,28
night,8,32,26,81,20,80
night,48,31,29,71,60,40
afternoon,92,99,68,73,48,52
morning,58,50,56,75,53,47
night,46,43,42,96,51,49
evening,118,130,39,33,47,53
evening,104,66,63,79,61,39
morning,143,38,51,70,79,21
morning,109,97,12,53,52,48
afternoon,64,124,59,31,34,66
evening,105,113,87,15,48,52
night,34,12,50,69,73,27
night,48,46,76,47,51,49
afternoon,66,145,51,89,31,69
evening,77,135,51,15,36,64
morning,89,88,47,50,50,50
morning,53,39,49,30,57,43
evening,109,118,61,44,48,52
night,15,39,51,89,27,73
afternoon,57,147,11,59,27,73
evening,130,120,78,40,52,48
afternoon,68,48,86,72,58,42
afternoon,65,98,16,21,39,61
afternoon,106,75,19,36,58,42
afternoon,120,73,32,31,62,38
afternoon,76,149,25,42,33,67
afternoon,65,68,70,52,48,52
night,43,25,47,12,63,37
afternoon,119,101,15,86,54,46
night,24,37,88,20,39,61
night,36,46,39,32,43,57
afternoon,136,141,23,86,49,51
evening,115,151,59,86,43,57
night,0,48,80,94,0,100
afternoon,72,70,26,39,50,50
morning,124,85,71,14,59,41
morning,107,52,58,42,67,33
evening,97,72,83,41,57,43
night,8,49,67,65,14,86
afternoon,116,135,12,92,46,54
night,50,11,44,53,81,19
evening,120,106,71,38,53,47
evening,195,117,39,35,62,38
evening,123,155,94,48,44,56
morning,74,57,19,92,56,44
evening,105,159,15,100,39,61
afternoon,97,93,62,23,51,49
afternoon,176,97,38,93,64,36
evening,196,91,45,72,68,32
evening,123,86,58,79,58,42
night,44,1,43,89,97,3
night,23,12,77,29,65,35
night,30,26,68,28,53,47
afternoon,78,93,65,68,45,55
morning,102,112,31,93,47,53
morning,115,91,73,77,55,45
evening,136,73,34,20,65,35
morning,102,75,43,43,57,43
afternoon,86,115,40,31,42,58
afternoon,53,94,49,33,36,64
night,4,30,93,77,11,89
morning,34,85,12,29,28,72
morning,64,102,30,49,38,62
morning,92,93,16,39,49,51
afternoon,85,87,68,91,49,51
afternoon,81,104,93,47,43,57
evening,162,102,95,99,61,39
night,25,8,60,49,75,25
night,17,30,21,22,36,64
afternoon,146,61,86,75,70,30
evening,151,154,64,62,49,51
afternoon,58,70,77,33,45,55
morning,126,59,77,82,68,32
night,7,12,42,47,36,64
night,46,25,76,23,64,36
morning,78,106,51,54,42,58
morning,102,106,58,68,49,51
morning,110,73,83,95,60,40
morning,110,63,14,71,63,37
morning,48,81,79,28,37,63
night,7,50,54,70,12,88
morning,81,39,10,97,67,33
morning,68,26,19,32,72,28
night,17,36,48,64,32,68
evening,107,179,14,100,37,63
morning,62,65,31,43,48,52
evening,199,175,82,41,53,47
afternoon,176,83,91,44,67,33
evening,105,133,92,50,44,56
morning,144,73,22,68,66,34
morning,61,29,96,32,67,33
afternoon,147,93,13,18,61,39
evening,78,140,94,68,35,65
evening,199,139,52,50,58,42
morning,114,92,42,68,55,45
morning,91,37,56,98,71,29
morning,123,84,23,15,59,41
night,41,4,79,22,91,9
night,6,37,86,62,13,87
afternoon,180,67,11,10,72,28
morning,80,76,33,10,51,49
afternoon,61,57,46,23,51,49
afternoon,116,60,83,72,65,35
evening,87,105,91,42,45,55
evening,183,146,61,80,55,45
morning,37,96,56,13,27,73
night,25,38,89,71,39,61
evening,129,139,98,20,48,52
evening,188,76,57,81,71,29
afternoon,151,102,99,95,59,41
evening,101,128,52,37,44,56
afternoon,113,138,30,45,45,55
night,23,44,88,46,34,66
evening,122,100,65,54,54,46
morning,39,24,63,90,61,39
night,35,28,87,82,55,45
afternoon,121,74,69,69,62,38
morning,97,93,14,66,51,49
morning,108,63,69,100,63,37
night,0,11,26,38,0,100
afternoon,76,141,55,62,35,65
morning,79,43,32,35,64,36
morning,109,71,73,64,60,40
night,40,19,65,75,67,33
evening,184,168,98,60,52,48
evening,76,169,95,14,31,69
afternoon,84,63,98,29,57,43
afternoon,171,130,57,11,56,44
night,36,44,39,46,45,55
evening,110,136,93,53,44,56
night,47,49,15,87,48,52
evening,160,176,30,21,47,53
evening,92,93,64,89,49,51
morning,125,68,64,77,64,36
afternoon,117,127,75,91,47,53
evening,187,82,63,35,69,31
afternoon,100,68,15,37,59,41
afternoon,152,129,12,59,54,46
night,32,35,64,14,47,53
night,44,6,54,18,88,12
afternoon,147,145,11,71,50,50
afternoon,126,53,76,75,70,30
evening,147,132,75,39,52,48
night,14,11,83,88,56,44
night,24,32,40,12,42,58
night,18,44,30,82,29,71
evening,124,80,53,32,60,40
morning,78,62,86,10,55,45
night,42,4,24,45,91,9
night,44,12,43,73,78,22
morning,140,113,36,73,55,45
afternoon,97,82,38,89,54,46
evening,114,120,72,31,48,52
morning,62,49,34,63,55,45
morning,43,118,38,80,26,74
evening,116,160,56,28,42,58
morning,112,59,17,12,65,35
morning,112,113,57,11,49,51
evening,140,175,33,14,44,56
evening,116,152,58,44,43,57
night,6,26,92,84,18,82
night,2,14,40,100,12,88
night,10,22,71,80,31,69
morning,130,59,97,97,68,32
morning,122,26,48,38,82,18
night,38,9,73,52,80,20
morning,62,22,99,67,73,27
evening,199,123,84,36,61,39
morning,38,36,21,54,51,49
afternoon,107,147,100,39,42,58
night,9,26,11,46,25,75
morning,56,78,85,12,41,59
afternoon,110,51,94,98,68,32
afternoon,127,115,10,35,52,48
evening,90,168,96,85,34,66
morning,104,101,78,83,50,50
afternoon,109,96,37,40,53,47
afternoon,113,99,65,49,53,47
morning,102,93,27,43,52,48
afternoon,145,59,50,12,71,29
night,39,41,25,40,48,52
morning,60,40,51,52,60,40
evening,188,86,60,81,68,32
afternoon,170,54,21,75,75,25
evening,77,113,85,42,40,60
afternoon,112,133,50,19,45,55
evening,160,166,59,96,49,51
afternoon,156,81,40,96,65,35
afternoon,90,143,71,66,38,62
afternoon,66,107,78,33,38,62
night,39,18,37,43,68,32
afternoon,82,79,17,88,50,50
morning,56,84,100,23,40,60
morning,134,89,40,17,60,40
night,0,18,25,10,0,100
afternoon,51,75,39,34,40,60
night,41,19,60,62,68,32
afternoon,58,64,88,83,47,53
night,6,46,50,21,11,89
night,46,1,84,20,97,3
afternoon,175,127,33,94,57,43
morning,90,89,38,55,50,50
afternoon,158,98,53,42,61,39
evening,90,108,65,51,45,55
morning,78,84,21,77,48,52
morning,51,22,90,73,69,31
afternoon,178,103,100,83,63,37
morning,71,55,100,95,56,44
afternoon,76,139,42,99,35,65
morning,109,93,89,31,53,47
night,33,44,55,37,42,58
night,39,38,22,10,50,50
evening,109,158,67,60,40,60
morning,129,102,96,73,55,45
evening,78,91,94,44,46,54
morning,125,110,94,76,53,47
evening,197,99,25,61,66,34
afternoon,90,144,30,98,38,62
evening,162,172,11,88,48,52
evening,187,120,28,50,60,40
afternoon,79,131,27,82,37,63
morning,73,26,44,60,73,27
evening,116,97,99,64,54,46
evening,136,118,45,31,53,47
evening,124,111,16,86,52,48
afternoon,59,87,22,34,40,60
afternoon,76,108,98,96,41,59
night,27,13,58,62,67,33
evening,91,125,94,32,42,58
afternoon,81,105,30,70,43,57
evening,87,165,81,27,34,66
evening,185,107,67,34,63,37
morning,138,105,16,66,56,44
afternoon,90,126,76,57,41,59
afternoon,69,47,27,53,59,41
evening,113,141,38,74,44,56
night,35,48,44,66,42,58
afternoon,132,46,74,75,74,26
morning,107,98,36,30,52,48
night,35,14,46,22,71,29
afternoon,83,125,83,29,39,61
night,50,46,64,27,52,48
afternoon,65,84,94,17,43,57
evening,95,90,13,56,51,49
evening,192,180,57,79,51,49
evening,73,151,66,19,32,68
afternoon,76,150,94,67,33,67
afternoon,133,121,65,64,52,48
evening,168,169,40,75,49,51
morning,63,66,81,74,48,52
afternoon,149,65,47,36,69,31
morning,145,43,90,86,77,23
evening,95,71,98,81,57,43
night,42,11,62,45,79,21
evening,104,85,56,54,55,45
afternoon,134,85,59,82,61,39
afternoon,82,145,54,14,36,64
evening,143,72,15,94,66,34
afternoon,67,141,100,83,32,68
afternoon,75,81,83,95,48,52
afternoon,53,128,81,34,29,71
morning,132,52,78,90,71,29
night,20,9,85,76,68,32
morning,47,47,46,22,50,50
evening,75,135,60,89,35,65
morning,144,52,52,59,73,27
morning,55,51,46,62,51,49
night,12,41,30,55,22,78
evening,196,114,17,81,63,37
afternoon,58,86,41,30,40,60
morning,57,68,60,27,45,55
morning,135,69,60,29,66,34
morning,131,52,22,51,71,29
afternoon,111,55,10,24,66,34
night,4,30,14,74,11,89
morning,61,109,57,56,35,65
afternoon,105,54,17,64,66,34
afternoon,154,41,85,91,78,22
evening,164,163,17,57,50,50
night,44,25,98,38,63,37
evening,103,160,35,67,39,61
morning,88,101,99,75,46,54
afternoon,152,98,63,23,60,40
night,20,45,55,96,30,70
night,19,6,61,18,76,24
evening,141,174,96,29,44,56
night,44,21,62,23,67,33
evening,93,156,91,83,37,63
morning,109,46,13,42,70,30
night,32,48,13,83,40,60
morning,45,35,54,49,56,44
evening,183,177,25,85,50,50
night,7,16,74,74,30,70
night,30,38,94,72,44,56
morning,74,118,64,63,38,62
night,49,35,19,59,58,42
morning,120,21,66,89,85,15
morning,49,45,65,69,52,48
night,37,5,83,76,88,12
morning,115,38,82,13,75,25
morning,57,87,35,88,39,61
evening,123,152,57,42,44,56
afternoon,62,52,71,96,54,46
evening,169,125,15,82,57,43
evening,177,71,91,78,71,29
morning,34,30,72,83,53,47
afternoon,90,122,75,15,42,58
night,9,3,26,21,75,25
evening,77,103,80,84,42,58
afternoon,52,100,54,94,34,66
afternoon,93,44,89,15,67,33
evening,114,133,32,41,46,54
morning,141,31,21,21,81,19
afternoon,119,69,92,100,63,37
night,24,2,49,74,92,8
morning,139,52,30,96,72,28
evening,79,133,82,85,37,63
evening,124,63,28,36,66,34
night,25,49,16,78,33,67
night,33,14,27,73,70,30
night,38,0,45,69,100,0
afternoon,126,67,19,48,65,35
evening,99,105,15,47,48,52
night,30,32,73,34,48,52
night,5,21,34,52,19,81
evening,127,78,61,77,61,39
evening,200,169,22,60,54,46
morning,128,96,76,82,57,43
morning,30,86,48,54,25,75
morning,122,105,97,94,53,47
afternoon,156,123,63,54,55,45
morning,87,79,10,33,52,48
morning,31,44,21,31,41,59
evening,134,131,63,22,50,50
night,40,12,49,25,76,24
night,30,8,100,70,78,22
evening,198,101,51,66,66,34
morning,106,116,90,60,47,53
evening,145,170,19,65,46,54
evening,105,106,72,80,49,51
morning,37,29,65,79,56,44
evening,106,168,17,75,38,62
morning,79,85,96,58,48,52
evening,159,180,23,79,46,54
evening,127,77,92,48,62,38
morning,94,42,18,24,69,31
night,40,15,43,77,72,28
night,19,6,38,38,76,24
afternoon,160,78,90,30,67,33
evening,191,179,70,51,51,49
night,3,17,23,86,15,85
morning,64,39,30,79,62,38
evening,152,161,97,74,48,52
morning,132,118,87,97,52,48
night,1,11,48,60,8,92
night,30,27,61,90,52,48
evening,87,109,61,70,44,56
afternoon,149,49,35,83,75,25
night,41,6,24,17,87,13
afternoon,168,141,100,74,54,46
night,24,46,57,81,34,66
evening,121,129,49,44,48,52
evening,71,126,47,92,36,64
afternoon,148,63,10,59,70,30
morning,135,98,21,39,57,43
morning,76,99,69,64,43,57
evening,102,93,43,98,52,48
morning,79,81,49,37,49,51
morning,62,86,36,61,41,59
evening,133,116,57,97,53,47
evening,119,108,89,42,52,48
evening,194,97,72,63,66,34
afternoon,119,84,87,79,58,42
night,11,8,28,12,57,43
afternoon,165,61,99,89,73,27
morning,122,67,98,52,64,36
morning,132,88,78,10,60,40
evening,93,84,67,57,52,48
evening,177,130,85,32,57,43
night,43,28,38,27,60,40
afternoon,72,120,35,63,37,63
morning,59,36,33,22,62,38
morning,83,36,29,66,69,31
evening,78,83,25,96,48,52
afternoon,153,75,40,48,67,33
night,42,16,51,12,72,28
night,11,3,66,59,78,22
night,24,28,80,41,46,54
morning,121,38,31,46,76,24
evening,124,86,10,47,59,41
night,29,30,81,10,49,51
afternoon,108,58,71,58,65,35
evening,189,128,20,38,59,41
night,8,24,20,11,25,75
night,19,16,74,79,54,46
afternoon,166,46,50,22,78,22
morning,112,111,71,89,50,50
evening,125,66,36,12,65,35
morning,133,47,88,46,73,27
afternoon,173,126,35,77,57,43
afternoon,132,136,65,94,49,51
night,32,31,64,40,50,50
afternoon,123,72,72,72,63,37
evening,184,130,45,42,58,42
afternoon,66,47,60,35,58,42
night,34,48,99,41,41,59
evening,104,60,83,14,63,37
morning,58,120,78,91,32,68
morning,35,109,14,92,24,76
night,20,36,13,84,35,65
morning,130,36,23,22,78,22
evening,135,72,34,25,65,35
afternoon,91,58,72,14,61,39
evening,129,170,82,69,43,57
evening,90,156,56,27,36,64
night,48,38,19,98,55,45
night,25,37,73,79,40,60
morning,111,34,28,47,76,24
night,46,38,62,22,54,46
afternoon,84,121,51,47,40,60
evening,168,156,78,68,51,49
evening,169,136,56,91,55,45
night,27,19,92,94,58,42
morning,37,33,78,81,52,48
evening,95,70,41,27,57,43
afternoon,146,109,36,32,57,43
morning,42,26,14,67,61,39
evening,165,158,84,61,51,49
night,34,13,86,79,72,28
afternoon,65,48,47,21,57,43
morning,137,95,86,83,59,41
night,17,42,78,66,28,72
morning,104,25,36,36,80,20
morning,33,64,58,92,34,66
afternoon,117,46,27,11,71,29
evening,72,152,26,78,32,68
night,34,12,84,66,73,27
morning,126,67,44,37,65,35
evening,161,176,84,63,47,53
evening,196,76,100,15,72,28
evening,181,94,17,47,65,35
afternoon,153,54,13,14,73,27
afternoon,73,64,37,45,53,47
morning,37,116,46,50,24,76
afternoon,93,82,16,88,53,47
morning,64,55,95,71,53,47
night,50,35,59,67,58,42
evening,72,167,75,36,30,70
evening,112,92,94,87,54,46
morning,89,21,77,57,80,20
evening,116,90,18,19,56,44
evening,158,131,39,43,54,46
afternoon,84,58,97,96,59,41
afternoon,80,118,26,50,40,60
afternoon,86,62,12,31,58,42
afternoon,54,108,82,66,33,67
evening,148,92,93,80,61,39
night,17,28,60,94,37,63
morning,85,106,37,16,44,56
night,15,7,65,36,68,32
evening,131,146,63,76,47,53
evening,99,90,14,12,52,48
night,46,46,74,84,50,50
night,6,32,71,35,15,85
afternoon,162,147,61,69,52,48
morning,92,25,52,23,78,22
morning,116,35,88,68,76,24
afternoon,96,142,16,45,40,60
afternoon,130,150,76,76,46,54
evening,140,71,75,42,66,34
afternoon,56,138,44,52,28,72
night,20,21,56,65,48,52
night,14,18,17,33,43,57
afternoon,56,40,71,52,58,42
afternoon,125,128,18,70,49,51
afternoon,180,150,45,73,54,46
afternoon,155,113,59,87,57,43
night,43,12,58,72,78,22
night,34,22,86,76,60,40
afternoon,167,136,66,81,55,45
night,36,19,60,42,65,35
morning,57,48,56,19,54,46
afternoon,168,69,15,27,70,30
afternoon,55,146,56,61,27,73
morning,126,87,37,62,59,41
night,50,30,97,83,62,38
afternoon,167,42,27,28,79,21
evening,154,76,56,89,66,34
night,9,26,94,83,25,75
night,50,21,96,79,70,30
morning,94,100,73,57,48,52
evening,110,164,53,71,40,60
night,9,44,64,37,16,84
morning,93,24,73,90,79,21
night,34,25,32,24,57,43
afternoon,145,148,36,48,49,51
night,18,43,51,63,29,71
afternoon,109,43,86,73,71,29
afternoon,162,59,84,70,73,27
evening,154,99,22,92,60,40
night,10,14,19,55,41,59
night,50,19,93,43,72,28
morning,82,87,72,20,48,52
night,48,6,78,68,88,12
evening,93,110,34,22,45,55
evening,178,70,39,93,71,29
night,48,44,85,18,52,48
afternoon,73,148,89,89,33,67
evening,124,86,13,97,59,41
night,22,13,27,45,62,38
morning,93,106,65,14,46,54
evening,112,107,46,72,51,49
afternoon,156,60,62,87,72,28
morning,48,93,44,52,34,66
evening,165,81,29,84,67,33
night,29,41,50,17,41,59
morning,82,102,12,78,44,56
morning,109,111,87,88,49,51
afternoon,127,68,29,63,65,35
afternoon,101,149,65,100,40,60
night,6,47,80,60,11,89
afternoon,158,99,80,88,61,39
morning,75,88,64,10,46,54
morning,85,83,80,36,50,50
night,9,22,23,97,29,71
evening,80,117,21,60,40,60
evening,169,132,95,92,56,44
afternoon,131,122,93,10,51,49
afternoon,69,83,15,12,45,55
afternoon,73,95,45,34,43,57
afternoon,126,139,30,57,47,53
evening,120,134,30,64,47,53
afternoon,117,133,59,85,46,54
evening,84,99,89,83,45,55
morning,114,99,77,53,53,47
morning,137,108,12,15,55,45
morning,138,104,12,70,57,43
night,4,10,41,20,28,72
afternoon,63,66,92,91,48,52
night,18,42,80,65,30,70
evening,121,81,68,70,59,41
night,8,37,26,16,17,83
afternoon,114,109,93,83,51,49
night,35,18,59,84,66,34
afternoon,136,82,28,16,62,38
night,50,46,97,67,52,48
afternoon,85,83,73,78,50,50
night,14,35,46,26,28,72
night,45,23,36,15,66,34
night,3,8,35,38,27,73
morning,138,56,69,79,71,29
night,7,45,36,14,13,87
night,2,0,52,10,100,0
morning,30,117,46,28,20,80
evening,132,165,41,64,44,56
evening,160,61,32,96,72,28
afternoon,125,41,64,70,75,25
morning,101,40,36,54,71,29
night,22,35,10,32,38,62
night,47,12,54,87,79,21
evening,194,93,50,90,67,33
evening,98,176,61,100,35,65
evening,136,111,12,14,55,45
night,16,46,92,89,25,75
morning,95,117,38,33,44,56
afternoon,154,145,41,95,51,49
evening,130,156,43,81,45,55
evening,122,163,56,97,42,58
evening,70,161,65,88,30,70
morning,60,85,81,62,41,59
evening,132,71,46,63,65,35
afternoon,99,138,15,28,41,59
night,50,37,90,63,57,43
morning,148,120,38,93,55,45
evening,177,131,49,78,57,43
night,15,20,17,15,42,58
night,1,28,90,39,3,97
evening,101,143,23,62,41,59
evening,172,94,85,54,64,36
morning,58,72,37,62,44,56
evening,147,147,39,82,50,50
afternoon,123,120,69,89,50,50
afternoon,141,143,65,37,49,51
night,42,36,14,90,53,47
night,31,13,25,46,70,30
evening,190,131,63,98,59,41
night,1,14,88,24,6,94
night,4,26,33,22,13,87
evening,176,179,48,59,49,51
afternoon,60,129,72,94,31,69
evening,192,73,50,52,72,28
night,45,40,56,82,52,48
night,23,35,42,84,39,61
evening,116,95,18,78,54,46
night,16,40,10,35,28,72
morning,73,97,73,62,42,58
afternoon,133,112,63,44,54,46
morning,45,114,58,22,28,72
afternoon,143,105,95,55,57,43
night,38,29,52,45,56,44
night,39,28,79,65,58,42
evening,155,180,66,11,46,54
morning,37,22,74,41,62,38
night,9,48,56,35,15,85
evening,86,100,12,37,46,54
evening,105,155,39,92,40,60
morning,101,105,10,61,49,51
afternoon,132,150,83,88,46,54
night,4,17,84,53,19,81
morning,66,31,27,94,68,32
evening,164,75,98,72,68,32
evening,127,133,36,15,48,52
morning,111,61,31,35,64,36
afternoon,146,144,94,53,50,50
morning,150,23,10,48,86,14
morning,103,112,100,64,47,53
evening,73,133,78,35,35,65
night,31,47,39,72,39,61
afternoon,101,64,97,62,61,39
morning,117,98,95,29,54,46
morning,57,92,93,82,38,62
morning,78,82,74,23,48,52
night,13,13,92,95,50,50
evening,188,139,91,67,57,43
afternoon,51,137,81,37,27,73
night,43,22,92,14,66,34
evening,146,131,52,87,52,48
evening,92,71,41,14,56,44
afternoon,82,94,24,49,46,54
night,9,20,33,82,31,69
afternoon,94,150,41,56,38,62
afternoon,166,105,30,100,61,39
evening,76,76,30,87,50,50
evening,82,96,30,44,46,54
morning,81,48,72,48,62,38
night,20,50,51,50,28,72
afternoon,81,142,57,34,36,64
evening,166,118,11,40,58,42
